Datetime,close,high,low,open,volume
2025-11-25 00:00:00+00:00,40175.0,40595.0,40070.0,40370.0,0
2025-11-25 00:05:00+00:00,39785.0,40265.0,39775.0,40195.0,1183417
2025-11-25 00:10:00+00:00,39705.0,40055.0,39665.0,39785.0,1139631
2025-11-25 00:15:00+00:00,39690.0,39785.0,39550.0,39700.0,1021160
2025-11-25 00:20:00+00:00,39670.0,39775.0,39525.0,39685.0,724710
2025-11-25 00:25:00+00:00,39375.0,39685.0,39370.0,39670.0,751809
2025-11-25 00:30:00+00:00,39645.0,39670.0,39370.0,39375.0,870344
2025-11-25 00:35:00+00:00,39490.0,39780.0,39485.0,39640.0,732824
2025-11-25 00:40:00+00:00,39610.0,39755.0,39450.0,39495.0,543843
2025-11-25 00:45:00+00:00,39665.0,39785.0,39600.0,39600.0,343770
2025-11-25 00:50:00+00:00,39730.0,39790.0,39575.0,39675.0,316023
2025-11-25 00:55:00+00:00,39880.0,39910.0,39715.0,39735.0,738760
2025-11-25 01:00:00+00:00,39515.0,39925.0,39510.0,39890.0,581076
2025-11-25 01:05:00+00:00,39422.0,39610.0,39400.0,39515.0,459156
2025-11-25 01:10:00+00:00,39375.0,39510.0,39345.0,39425.0,420742
2025-11-25 01:15:00+00:00,39375.0,39510.0,39255.0,39385.0,504524
2025-11-25 01:20:00+00:00,39420.0,39560.0,39365.0,39370.0,444152
2025-11-25 01:25:00+00:00,39370.0,39495.0,39340.0,39425.0,191533
2025-11-25 01:30:00+00:00,39415.0,39500.0,39345.0,39365.0,477082
2025-11-25 01:35:00+00:00,39345.0,39505.0,39310.0,39405.0,551713
2025-11-25 01:40:00+00:00,39275.0,39420.0,39225.0,39340.0,374506
2025-11-25 01:45:00+00:00,39150.0,39275.0,39120.0,39270.0,700922
2025-11-25 01:50:00+00:00,39175.0,39255.0,39120.0,39150.0,249422
2025-11-25 01:55:00+00:00,39180.0,39315.0,39130.0,39165.0,209979
2025-11-25 02:00:00+00:00,39230.0,39260.0,39080.0,39180.0,190503
2025-11-25 02:05:00+00:00,39145.0,39220.0,39030.0,39220.0,311695
2025-11-25 02:10:00+00:00,39195.0,39245.0,39135.0,39140.0,198731
2025-11-25 02:15:00+00:00,39225.0,39385.0,39190.0,39190.0,379133
2025-11-25 02:20:00+00:00,39100.0,39270.0,39090.0,39240.0,147527
2025-11-25 02:25:00+00:00,39015.0,39140.0,38980.0,39105.0,292405
2025-11-25 02:30:00+00:00,39165.0,39185.0,38960.0,39010.0,234295
2025-11-25 02:35:00+00:00,39205.0,39225.0,39140.0,39160.0,119582
2025-11-25 02:40:00+00:00,39400.0,39480.0,39205.0,39210.0,421819
2025-11-25 02:45:00+00:00,39275.0,39405.0,39225.0,39405.0,168173
2025-11-25 02:50:00+00:00,39360.0,39365.0,39215.0,39270.0,102045
2025-11-25 02:55:00+00:00,39400.0,39415.0,39335.0,39350.0,217441
2025-11-25 03:00:00+00:00,39490.0,39500.0,39395.0,39395.0,351788
2025-11-25 03:05:00+00:00,39480.0,39510.0,39440.0,39485.0,196103
2025-11-25 03:10:00+00:00,39390.0,39590.0,39390.0,39475.0,400354
2025-11-25 03:15:00+00:00,39390.0,39445.0,39370.0,39395.0,76850
2025-11-25 03:20:00+00:00,39225.0,39405.0,39210.0,39405.0,150315
2025-11-25 03:25:00+00:00,39130.0,39235.0,39115.0,39220.0,215852
2025-11-25 03:30:00+00:00,38905.0,39145.0,38875.0,39135.0,694422
2025-11-25 03:35:00+00:00,38800.0,38940.0,38790.0,38905.0,661986
2025-11-25 03:40:00+00:00,38770.0,38815.0,38710.0,38790.0,460531
2025-11-25 03:45:00+00:00,38610.0,38790.0,38595.0,38780.0,519699
2025-11-25 03:50:00+00:00,38515.0,38630.0,38375.0,38615.0,834809
2025-11-25 03:55:00+00:00,38220.0,38520.0,38205.0,38515.0,1090260
2025-11-25 04:00:00+00:00,38315.0,38365.0,38190.0,38225.0,566048
2025-11-25 04:05:00+00:00,38325.0,38430.0,38250.0,38320.0,334364
2025-11-25 04:10:00+00:00,38395.0,38410.0,38280.0,38315.0,431936
2025-11-25 04:15:00+00:00,38435.0,38575.0,38390.0,38390.0,482272
2025-11-25 04:20:00+00:00,38445.0,38460.0,38280.0,38440.0,308374
2025-11-25 04:25:00+00:00,38440.0,38545.0,38420.0,38440.0,201129
2025-11-25 04:30:00+00:00,38530.0,38540.0,38380.0,38430.0,180332
2025-11-25 04:35:00+00:00,38610.0,38640.0,38525.0,38525.0,307542
2025-11-25 04:40:00+00:00,38585.0,38675.0,38550.0,38620.0,184571
2025-11-25 04:45:00+00:00,38600.0,38640.0,38555.0,38585.0,170878
2025-11-25 04:50:00+00:00,38700.0,38735.0,38570.0,38600.0,247302
2025-11-25 04:55:00+00:00,38620.0,38700.0,38530.0,38695.0,190774
2025-11-25 05:00:00+00:00,38675.0,38700.0,38570.0,38605.0,193615
2025-11-25 05:05:00+00:00,38640.0,38695.0,38565.0,38670.0,207195
2025-11-25 05:10:00+00:00,38805.0,38870.0,38635.0,38635.0,364830
2025-11-25 05:15:00+00:00,38780.0,38840.0,38725.0,38820.0,209371
2025-11-25 05:20:00+00:00,38575.0,38840.0,38570.0,38790.0,284060
2025-11-25 05:25:00+00:00,38575.0,38620.0,38520.0,38575.0,230272
2025-11-25 05:30:00+00:00,38785.0,38800.0,38555.0,38570.0,265163
2025-11-25 05:35:00+00:00,38770.0,38850.0,38770.0,38785.0,300737
2025-11-25 05:40:00+00:00,38825.0,38850.0,38740.0,38775.0,203557
2025-11-25 05:45:00+00:00,38805.0,38900.0,38805.0,38820.0,402754
2025-11-25 05:50:00+00:00,38780.0,38865.0,38770.0,38805.0,203566
2025-11-25 05:55:00+00:00,38810.0,38820.0,38735.0,38790.0,159979
2025-11-26 00:00:00+00:00,38990.0,39445.0,38990.0,39440.0,1411596
2025-11-26 00:05:00+00:00,38945.0,39140.0,38870.0,39000.0,643334
2025-11-26 00:10:00+00:00,39155.0,39280.0,38900.0,38940.0,872500
2025-11-26 00:15:00+00:00,39425.0,39460.0,39160.0,39170.0,828391
2025-11-26 00:20:00+00:00,39455.0,39505.0,39335.0,39425.0,722262
2025-11-26 00:25:00+00:00,39390.0,39505.0,39280.0,39460.0,429396
2025-11-26 00:30:00+00:00,39355.0,39485.0,39280.0,39395.0,320097
2025-11-26 00:35:00+00:00,39215.0,39390.0,39145.0,39355.0,350112
2025-11-26 00:40:00+00:00,39330.0,39485.0,39195.0,39215.0,415003
2025-11-26 00:45:00+00:00,39495.0,39495.0,39275.0,39330.0,386880
2025-11-26 00:50:00+00:00,39475.0,39660.0,39470.0,39485.0,567142
2025-11-26 00:55:00+00:00,39480.0,39520.0,39365.0,39485.0,201281
2025-11-26 01:00:00+00:00,39610.0,39630.0,39425.0,39480.0,472303
2025-11-26 01:05:00+00:00,39680.0,39685.0,39530.0,39615.0,329437
2025-11-26 01:10:00+00:00,39740.0,39760.0,39645.0,39680.0,396548
2025-11-26 01:15:00+00:00,39845.0,39900.0,39700.0,39750.0,736326
2025-11-26 01:20:00+00:00,39940.0,39985.0,39815.0,39860.0,553385
2025-11-26 01:25:00+00:00,40115.0,40130.0,39915.0,39940.0,681539
2025-11-26 01:30:00+00:00,40140.0,40185.0,40010.0,40110.0,533077
2025-11-26 01:35:00+00:00,40235.0,40240.0,40130.0,40135.0,767159
2025-11-26 01:40:00+00:00,40250.0,40255.0,40130.0,40240.0,290457
2025-11-26 01:45:00+00:00,40245.0,40310.0,40180.0,40250.0,330105
2025-11-26 01:50:00+00:00,40280.0,40360.0,40245.0,40245.0,318998
2025-11-26 01:55:00+00:00,40260.0,40340.0,40240.0,40280.0,207368
2025-11-26 02:00:00+00:00,40230.0,40290.0,40140.0,40260.0,279950
2025-11-26 02:05:00+00:00,40250.0,40282.0,40180.0,40230.0,162917
2025-11-26 02:10:00+00:00,40240.0,40280.0,40215.0,40240.0,78742
2025-11-26 02:15:00+00:00,40185.0,40275.0,40170.0,40240.0,160387
2025-11-26 02:20:00+00:00,40155.0,40190.0,40080.0,40185.0,226316
2025-11-26 02:25:00+00:00,40150.0,40220.0,40140.0,40160.0,195933
2025-11-26 02:30:00+00:00,39995.0,40165.0,39970.0,40150.0,286636
2025-11-26 02:35:00+00:00,40090.0,40095.0,39935.0,39990.0,202133
2025-11-26 02:40:00+00:00,40100.0,40135.0,40055.0,40095.0,205320
2025-11-26 02:45:00+00:00,40030.0,40130.0,40005.0,40100.0,88126
2025-11-26 02:50:00+00:00,40165.0,40200.0,40030.0,40030.0,160559
2025-11-26 02:55:00+00:00,40110.0,40175.0,40080.0,40170.0,84151
2025-11-26 03:00:00+00:00,40155.0,40190.0,40100.0,40115.0,108062
2025-11-26 03:05:00+00:00,40225.0,40240.0,40145.0,40155.0,144972
2025-11-26 03:10:00+00:00,40250.0,40270.0,40185.0,40225.0,202276
2025-11-26 03:15:00+00:00,40295.0,40305.0,40195.0,40250.0,407049
2025-11-26 03:20:00+00:00,40230.0,40305.0,40215.0,40290.0,130824
2025-11-26 03:25:00+00:00,40380.0,40420.0,40220.0,40230.0,582699
