Datetime,close,high,low,open,volume
2024-11-25 00:00:00+00:00,15425.0,15475.0,15335.0,15430.0,0
2024-11-25 01:00:00+00:00,15595.0,15625.0,15425.0,15425.0,4077462
2024-11-25 02:00:00+00:00,15640.0,15650.0,15580.0,15590.0,1457298
2024-11-25 03:00:00+00:00,15575.0,15650.0,15570.0,15635.0,1309677
2024-11-25 04:00:00+00:00,15550.0,15595.0,15535.0,15575.0,865407
2024-11-25 05:00:00+00:00,15585.0,15590.0,15515.0,15550.0,1139541
2024-11-26 00:00:00+00:00,15350.0,15455.0,15280.0,15320.0,5020440
2024-11-26 01:00:00+00:00,15420.0,15425.0,15310.0,15350.0,2232569
2024-11-26 02:00:00+00:00,15390.0,15425.0,15340.0,15420.0,1092342
2024-11-26 03:00:00+00:00,15380.0,15415.0,15360.0,15395.0,780291
2024-11-26 04:00:00+00:00,15360.0,15405.0,15335.0,15385.0,786153
2024-11-26 05:00:00+00:00,15410.0,15435.0,15355.0,15360.0,1375184
2024-11-27 00:00:00+00:00,15280.0,15345.0,15165.0,15325.0,4435572
2024-11-27 01:00:00+00:00,15375.0,15445.0,15275.0,15285.0,2251560
2024-11-27 02:00:00+00:00,15335.0,15395.0,15320.0,15375.0,747785
2024-11-27 03:00:00+00:00,15295.0,15340.0,15235.0,15335.0,1204234
2024-11-27 04:00:00+00:00,15180.0,15305.0,15170.0,15300.0,1253081
2024-11-27 05:00:00+00:00,15100.0,15210.0,15095.0,15185.0,2048419
2024-11-28 00:00:00+00:00,15150.0,15195.0,15030.0,15085.0,4119494
2024-11-28 01:00:00+00:00,15080.0,15230.0,15070.0,15150.0,2275019
2024-11-28 02:00:00+00:00,15150.0,15165.0,15055.0,15080.0,1449736
2024-11-28 03:00:00+00:00,15095.0,15170.0,15065.0,15155.0,747947
2024-11-28 04:00:00+00:00,15085.0,15110.0,15065.0,15095.0,867880
2024-11-28 05:00:00+00:00,15080.0,15125.0,15050.0,15085.0,1033735
2024-11-29 00:00:00+00:00,14465.0,14975.0,14450.0,14975.0,10246389
2024-11-29 01:00:00+00:00,14530.0,14615.0,14335.0,14465.0,4132749
2024-11-29 02:00:00+00:00,14565.0,14585.0,14495.0,14525.0,1280593
2024-11-29 03:00:00+00:00,14625.0,14670.0,14560.0,14560.0,1725344
2024-11-29 04:00:00+00:00,14715.0,14735.0,14605.0,14620.0,2159027
2024-11-29 05:00:00+00:00,14485.0,14730.0,14480.0,14720.0,2718729
2024-12-02 00:00:00+00:00,14620.0,14870.0,14585.0,14800.0,0
2024-12-02 01:00:00+00:00,14625.0,14695.0,14555.0,14620.0,2334981
2024-12-02 02:00:00+00:00,14550.0,14630.0,14535.0,14625.0,1365248
2024-12-02 03:00:00+00:00,14480.0,14545.0,14465.0,14545.0,1620806
2024-12-02 04:00:00+00:00,14695.0,14790.0,14475.0,14485.0,4231734
2024-12-02 05:00:00+00:00,14660.0,14730.0,14635.0,14695.0,1795836
2024-12-03 00:00:00+00:00,14890.0,14945.0,14715.0,14715.0,6054793
2024-12-03 01:00:00+00:00,15015.0,15060.0,14850.0,14885.0,3596434
2024-12-03 02:00:00+00:00,14960.0,15035.0,14940.0,15020.0,1121035
2024-12-03 03:00:00+00:00,15030.0,15060.0,14960.0,14960.0,1404064
2024-12-03 04:00:00+00:00,14995.0,15070.0,14985.0,15035.0,781125
2024-12-03 05:00:00+00:00,15050.0,15075.0,14980.0,14995.0,1706388
2024-12-04 00:00:00+00:00,14525.0,14830.0,14390.0,14620.0,15073365
2024-12-04 01:00:00+00:00,14505.0,14610.0,14425.0,14520.0,3957143
2024-12-04 02:00:00+00:00,14565.0,14570.0,14440.0,14505.0,2247480
2024-12-04 03:00:00+00:00,14545.0,14575.0,14485.0,14565.0,1290769
2024-12-04 04:00:00+00:00,14500.0,14575.0,14490.0,14545.0,1321210
2024-12-04 05:00:00+00:00,14600.0,14640.0,14430.0,14495.0,3598882
2024-12-05 00:00:00+00:00,14580.0,14660.0,14455.0,14630.0,8326606
2024-12-05 01:00:00+00:00,14525.0,14600.0,14500.0,14580.0,2631446
2024-12-05 02:00:00+00:00,14540.0,14595.0,14505.0,14525.0,1648768
2024-12-05 03:00:00+00:00,14500.0,14555.0,14480.0,14540.0,1311076
2024-12-05 04:00:00+00:00,14520.0,14520.0,14450.0,14500.0,1626180
2024-12-05 05:00:00+00:00,14390.0,14525.0,14275.0,14520.0,4323737
2024-12-06 00:00:00+00:00,14420.0,14585.0,14345.0,14460.0,6243287
2024-12-06 01:00:00+00:00,14010.0,14435.0,13800.0,14415.0,9294460
2024-12-06 02:00:00+00:00,14240.0,14345.0,13995.0,14010.0,5805858
2024-12-06 03:00:00+00:00,14165.0,14295.0,14160.0,14240.0,1476868
2024-12-06 04:00:00+00:00,14200.0,14250.0,14065.0,14165.0,2058235
